[DEBUG] 2023-10-27 21:43:38.411 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cfg.beanvalidation.BeanValidationIntegrator].
[DEBUG] 2023-10-27 21:43:38.413 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.secure.spi.JaccIntegrator].
[DEBUG] 2023-10-27 21:43:38.417 [main] IntegratorServiceImpl - Adding Integrator [org.hibernate.cache.internal.CollectionCacheInvalidator].
[INFO ] 2023-10-27 21:43:38.491 [main] Version - HHH000412: Hibernate Core {5.4.4.Final}
[DEBUG] 2023-10-27 21:43:38.492 [main] Environment - HHH000206: hibernate.properties not found
[DEBUG] 2023-10-27 21:43:38.680 [main] LocalXmlResourceResolver - Interpreting public/system identifier : [-//Hibernate/Hibernate Configuration DTD//EN] - [http://www.hibernate.org/dtd/hibernate-configuration-3.0.dtd]
[DEBUG] 2023-10-27 21:43:38.681 [main] LocalXmlResourceResolver - Recognized hibernate-configuration identifier; attempting to resolve on classpath under org/hibernate/
[DEBUG] 2023-10-27 21:43:38.686 [main] JaxbCfgProcessor - cfg.xml document did not define namespaces; wrapping in custom event reader to introduce namespace information
[DEBUG] 2023-10-27 21:43:38.910 [main] ServiceBinding - Overriding existing service binding [org.hibernate.secure.spi.JaccService]
[DEBUG] 2023-10-27 21:43:38.931 [main] RegionFactoryInitiator - Cannot default RegionFactory based on registered strategies as `[]` RegionFactory strategies were registered
[DEBUG] 2023-10-27 21:43:38.932 [main] RegionFactoryInitiator - Cache region factory : org.hibernate.cache.internal.NoCachingRegionFactory
[DEBUG] 2023-10-27 21:43:39.056 [main] BasicTypeRegistry - Adding type registration java.time.Duration -> org.hibernate.type.DurationType@715fb77
[DEBUG] 2023-10-27 21:43:39.059 [main] BasicTypeRegistry - Adding type registration Instant -> org.hibernate.type.InstantType@6ce90bc5
[DEBUG] 2023-10-27 21:43:39.059 [main] BasicTypeRegistry - Adding type registration java.time.Instant -> org.hibernate.type.InstantType@6ce90bc5
[DEBUG] 2023-10-27 21:43:39.060 [main] BasicTypeRegistry - Adding type registration LocalDateTime -> org.hibernate.type.LocalDateTimeType@27f1bbe0
[DEBUG] 2023-10-27 21:43:39.060 [main] BasicTypeRegistry - Adding type registration java.time.LocalDateTime -> org.hibernate.type.LocalDateTimeType@27f1bbe0
[DEBUG] 2023-10-27 21:43:39.061 [main] BasicTypeRegistry - Adding type registration LocalDate -> org.hibernate.type.LocalDateType@7c28c1
[DEBUG] 2023-10-27 21:43:39.061 [main] BasicTypeRegistry - Adding type registration java.time.LocalDate -> org.hibernate.type.LocalDateType@7c28c1
[DEBUG] 2023-10-27 21:43:39.062 [main] BasicTypeRegistry - Adding type registration LocalTime -> org.hibernate.type.LocalTimeType@5b3f3ba0
[DEBUG] 2023-10-27 21:43:39.062 [main] BasicTypeRegistry - Adding type registration java.time.LocalTime -> org.hibernate.type.LocalTimeType@5b3f3ba0
[DEBUG] 2023-10-27 21:43:39.063 [main] BasicTypeRegistry - Adding type registration OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5eeedb60
[DEBUG] 2023-10-27 21:43:39.063 [main] BasicTypeRegistry - Adding type registration java.time.OffsetDateTime -> org.hibernate.type.OffsetDateTimeType@5eeedb60
[DEBUG] 2023-10-27 21:43:39.064 [main] BasicTypeRegistry - Adding type registration OffsetTime -> org.hibernate.type.OffsetTimeType@2b9b7f1f
[DEBUG] 2023-10-27 21:43:39.064 [main] BasicTypeRegistry - Adding type registration java.time.OffsetTime -> org.hibernate.type.OffsetTimeType@2b9b7f1f
[DEBUG] 2023-10-27 21:43:39.066 [main] BasicTypeRegistry - Adding type registration ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@55ea2d70
[DEBUG] 2023-10-27 21:43:39.066 [main] BasicTypeRegistry - Adding type registration java.time.ZonedDateTime -> org.hibernate.type.ZonedDateTimeType@55ea2d70
[DEBUG] 2023-10-27 21:43:39.067 [main] BasicTypeRegistry - Adding type registration date -> org.hibernate.type.DateType@afb5821
[DEBUG] 2023-10-27 21:43:39.067 [main] BasicTypeRegistry - Adding type registration java.sql.Date -> org.hibernate.type.DateType@afb5821
[DEBUG] 2023-10-27 21:43:39.068 [main] BasicTypeRegistry - Adding type registration time -> org.hibernate.type.TimeType@458544e0
[DEBUG] 2023-10-27 21:43:39.068 [main] BasicTypeRegistry - Adding type registration java.sql.Time -> org.hibernate.type.TimeType@458544e0
[DEBUG] 2023-10-27 21:43:39.069 [main] BasicTypeRegistry - Adding type registration timestamp -> org.hibernate.type.TimestampType@59942b48
[DEBUG] 2023-10-27 21:43:39.069 [main] BasicTypeRegistry - Adding type registration java.sql.Timestamp -> org.hibernate.type.TimestampType@59942b48
[DEBUG] 2023-10-27 21:43:39.069 [main] BasicTypeRegistry - Adding type registration java.util.Date -> org.hibernate.type.TimestampType@59942b48
[DEBUG] 2023-10-27 21:43:39.070 [main] BasicTypeRegistry - Adding type registration dbtimestamp -> org.hibernate.type.DbTimestampType@6090f3ca
[DEBUG] 2023-10-27 21:43:39.071 [main] BasicTypeRegistry - Adding type registration calendar -> org.hibernate.type.CalendarType@21f9277b
[DEBUG] 2023-10-27 21:43:39.071 [main] BasicTypeRegistry - Adding type registration java.util.Calendar -> org.hibernate.type.CalendarType@21f9277b
[DEBUG] 2023-10-27 21:43:39.071 [main] BasicTypeRegistry - Adding type registration java.util.GregorianCalendar -> org.hibernate.type.CalendarType@21f9277b
[DEBUG] 2023-10-27 21:43:39.072 [main] BasicTypeRegistry - Adding type registration calendar_date -> org.hibernate.type.CalendarDateType@4f20a5e0
[DEBUG] 2023-10-27 21:43:39.073 [main] BasicTypeRegistry - Adding type registration locale -> org.hibernate.type.LocaleType@2fe88a09
[DEBUG] 2023-10-27 21:43:39.073 [main] BasicTypeRegistry - Adding type registration java.util.Locale -> org.hibernate.type.LocaleType@2fe88a09
[DEBUG] 2023-10-27 21:43:39.074 [main] BasicTypeRegistry - Adding type registration currency -> org.hibernate.type.CurrencyType@30cecdca
[DEBUG] 2023-10-27 21:43:39.074 [main] BasicTypeRegistry - Adding type registration java.util.Currency -> org.hibernate.type.CurrencyType@30cecdca
[DEBUG] 2023-10-27 21:43:39.074 [main] BasicTypeRegistry - Adding type registration timezone -> org.hibernate.type.TimeZoneType@1ddd3478
[DEBUG] 2023-10-27 21:43:39.074 [main] BasicTypeRegistry - Adding type registration java.util.TimeZone -> org.hibernate.type.TimeZoneType@1ddd3478
[DEBUG] 2023-10-27 21:43:39.075 [main] BasicTypeRegistry - Adding type registration class -> org.hibernate.type.ClassType@68809cc7
[DEBUG] 2023-10-27 21:43:39.075 [main] BasicTypeRegistry - Adding type registration java.lang.Class -> org.hibernate.type.ClassType@68809cc7
[DEBUG] 2023-10-27 21:43:39.076 [main] BasicTypeRegistry - Adding type registration uuid-binary -> org.hibernate.type.UUIDBinaryType@13cd7ea5
[DEBUG] 2023-10-27 21:43:39.076 [main] BasicTypeRegistry - Adding type registration java.util.UUID -> org.hibernate.type.UUIDBinaryType@13cd7ea5
[DEBUG] 2023-10-27 21:43:39.076 [main] BasicTypeRegistry - Adding type registration uuid-char -> org.hibernate.type.UUIDCharType@18324f97
[DEBUG] 2023-10-27 21:43:39.077 [main] BasicTypeRegistry - Adding type registration binary -> org.hibernate.type.BinaryType@2687f956
[DEBUG] 2023-10-27 21:43:39.077 [main] BasicTypeRegistry - Adding type registration byte[] -> org.hibernate.type.BinaryType@2687f956
[DEBUG] 2023-10-27 21:43:39.077 [main] BasicTypeRegistry - Adding type registration [B -> org.hibernate.type.BinaryType@2687f956
[DEBUG] 2023-10-27 21:43:39.078 [main] BasicTypeRegistry - Adding type registration wrapper-binary -> org.hibernate.type.WrapperBinaryType@10ec523c
[DEBUG] 2023-10-27 21:43:39.078 [main] BasicTypeRegistry - Adding type registration Byte[] -> org.hibernate.type.WrapperBinaryType@10ec523c
[DEBUG] 2023-10-27 21:43:39.078 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Byte; -> org.hibernate.type.WrapperBinaryType@10ec523c
[DEBUG] 2023-10-27 21:43:39.079 [main] BasicTypeRegistry - Adding type registration row_version -> org.hibernate.type.RowVersionType@1e63d216
[DEBUG] 2023-10-27 21:43:39.079 [main] BasicTypeRegistry - Adding type registration image -> org.hibernate.type.ImageType@2d6aca33
[DEBUG] 2023-10-27 21:43:39.080 [main] BasicTypeRegistry - Adding type registration characters -> org.hibernate.type.CharArrayType@63e5e5b4
[DEBUG] 2023-10-27 21:43:39.080 [main] BasicTypeRegistry - Adding type registration char[] -> org.hibernate.type.CharArrayType@63e5e5b4
[DEBUG] 2023-10-27 21:43:39.080 [main] BasicTypeRegistry - Adding type registration [C -> org.hibernate.type.CharArrayType@63e5e5b4
[DEBUG] 2023-10-27 21:43:39.081 [main] BasicTypeRegistry - Adding type registration wrapper-characters -> org.hibernate.type.CharacterArrayType@4fcc0416
[DEBUG] 2023-10-27 21:43:39.081 [main] BasicTypeRegistry - Adding type registration [Ljava.lang.Character; -> org.hibernate.type.CharacterArrayType@4fcc0416
[DEBUG] 2023-10-27 21:43:39.081 [main] BasicTypeRegistry - Adding type registration Character[] -> org.hibernate.type.CharacterArrayType@4fcc0416
[DEBUG] 2023-10-27 21:43:39.082 [main] BasicTypeRegistry - Adding type registration text -> org.hibernate.type.TextType@749f539e
[DEBUG] 2023-10-27 21:43:39.082 [main] BasicTypeRegistry - Adding type registration ntext -> org.hibernate.type.NTextType@6075b2d3
[DEBUG] 2023-10-27 21:43:39.083 [main] BasicTypeRegistry - Adding type registration blob -> org.hibernate.type.BlobType@777c350f
[DEBUG] 2023-10-27 21:43:39.083 [main] BasicTypeRegistry - Adding type registration java.sql.Blob -> org.hibernate.type.BlobType@777c350f
[DEBUG] 2023-10-27 21:43:39.084 [main] BasicTypeRegistry - Adding type registration materialized_blob -> org.hibernate.type.MaterializedBlobType@4bdc8b5d
[DEBUG] 2023-10-27 21:43:39.085 [main] BasicTypeRegistry - Adding type registration clob -> org.hibernate.type.ClobType@40ab8a8
[DEBUG] 2023-10-27 21:43:39.085 [main] BasicTypeRegistry - Adding type registration java.sql.Clob -> org.hibernate.type.ClobType@40ab8a8
[DEBUG] 2023-10-27 21:43:39.086 [main] BasicTypeRegistry - Adding type registration nclob -> org.hibernate.type.NClobType@368d5c00
[DEBUG] 2023-10-27 21:43:39.086 [main] BasicTypeRegistry - Adding type registration java.sql.NClob -> org.hibernate.type.NClobType@368d5c00
[DEBUG] 2023-10-27 21:43:39.086 [main] BasicTypeRegistry - Adding type registration materialized_clob -> org.hibernate.type.MaterializedClobType@37095ded
[DEBUG] 2023-10-27 21:43:39.087 [main] BasicTypeRegistry - Adding type registration materialized_nclob -> org.hibernate.type.MaterializedNClobType@7923f5b3
[DEBUG] 2023-10-27 21:43:39.088 [main] BasicTypeRegistry - Adding type registration serializable -> org.hibernate.type.SerializableType@4c0884e8
[DEBUG] 2023-10-27 21:43:39.090 [main] BasicTypeRegistry - Adding type registration object -> org.hibernate.type.ObjectType@41aaedaa
[DEBUG] 2023-10-27 21:43:39.090 [main] BasicTypeRegistry - Adding type registration java.lang.Object -> org.hibernate.type.ObjectType@41aaedaa
[DEBUG] 2023-10-27 21:43:39.090 [main] BasicTypeRegistry - Adding type registration imm_date -> org.hibernate.type.AdaptedImmutableType@d1a10ac
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_time -> org.hibernate.type.AdaptedImmutableType@6fca2a8f
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_timestamp -> org.hibernate.type.AdaptedImmutableType@31fc71ab
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_dbtimestamp -> org.hibernate.type.AdaptedImmutableType@71391b3f
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_calendar -> org.hibernate.type.AdaptedImmutableType@2cfbeac4
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_calendar_date -> org.hibernate.type.AdaptedImmutableType@12db3386
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_binary -> org.hibernate.type.AdaptedImmutableType@4078695f
[DEBUG] 2023-10-27 21:43:39.091 [main] BasicTypeRegistry - Adding type registration imm_serializable -> org.hibernate.type.AdaptedImmutableType@79a1728c
[DEBUG] 2023-10-27 21:43:39.115 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid2] -> [org.hibernate.id.UUIDGenerator]
[DEBUG] 2023-10-27 21:43:39.115 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [guid] -> [org.hibernate.id.GUIDGenerator]
[DEBUG] 2023-10-27 21:43:39.116 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2023-10-27 21:43:39.116 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [uuid.hex] -> [org.hibernate.id.UUIDHexGenerator]
[DEBUG] 2023-10-27 21:43:39.116 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [assigned] -> [org.hibernate.id.Assigned]
[DEBUG] 2023-10-27 21:43:39.117 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [identity] -> [org.hibernate.id.IdentityGenerator]
[DEBUG] 2023-10-27 21:43:39.117 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [select] -> [org.hibernate.id.SelectGenerator]
[DEBUG] 2023-10-27 21:43:39.119 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2023-10-27 21:43:39.119 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [seqhilo] -> [org.hibernate.id.SequenceHiLoGenerator]
[DEBUG] 2023-10-27 21:43:39.120 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [increment] -> [org.hibernate.id.IncrementGenerator]
[DEBUG] 2023-10-27 21:43:39.120 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [foreign] -> [org.hibernate.id.ForeignGenerator]
[DEBUG] 2023-10-27 21:43:39.121 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [sequence-identity] -> [org.hibernate.id.SequenceIdentityGenerator]
[DEBUG] 2023-10-27 21:43:39.121 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-sequence] -> [org.hibernate.id.enhanced.SequenceStyleGenerator]
[DEBUG] 2023-10-27 21:43:39.121 [main] DefaultIdentifierGeneratorFactory - Registering IdentifierGenerator strategy [enhanced-table] -> [org.hibernate.id.enhanced.TableGenerator]
[INFO ] 2023-10-27 21:43:39.125 [main] C3P0ConnectionProvider - HHH010002: C3P0 using driver: com.mysql.cj.jdbc.Driver at URL: jdbc:mysql://localhost:3306/sak_stories
[INFO ] 2023-10-27 21:43:39.126 [main] C3P0ConnectionProvider - HHH10001001: Connection properties: {password=****, user=root}
[INFO ] 2023-10-27 21:43:39.126 [main] C3P0ConnectionProvider - HHH10001003: Autocommit mode: false
[INFO ] 2023-10-27 21:43:39.225 [main] C3P0ConnectionProvider - HHH10001007: JDBC isolation level: <unknown>
[DEBUG] 2023-10-27 21:43:39.617 [main] JdbcEnvironmentInitiator - Database ->
       name : MySQL
    version : 8.1.0
      major : 8
      minor : 1
[DEBUG] 2023-10-27 21:43:39.618 [main] JdbcEnvironmentInitiator - Driver ->
       name : MySQL Connector/J
    version : mysql-connector-java-8.0.16 (Revision: 34cbc6bc61f72836e26327537a432d6db7c77de6)
      major : 8
      minor : 0
[DEBUG] 2023-10-27 21:43:39.618 [main] JdbcEnvironmentInitiator - JDBC version : 4.2
[INFO ] 2023-10-27 21:43:39.644 [main] Dialect - HHH000400: Using dialect: org.hibernate.dialect.MySQL8Dialect
[DEBUG] 2023-10-27 21:43:39.660 [main] IdentifierHelperBuilder - JDBC driver metadata reported database stores quoted identifiers in more than one case
[DEBUG] 2023-10-27 21:43:39.681 [main] IdentifierHelperBuilder - IdentifierCaseStrategy for both quoted and unquoted identifiers was set to the same strategy [LOWER]; that will likely lead to problems in schema update and validation if using quoted identifiers
[DEBUG] 2023-10-27 21:43:39.708 [main] Namespace - Created database namespace [logicalName=Name{catalog=null, schema=null}, physicalName=Name{catalog=null, schema=null}]
[DEBUG] 2023-10-27 21:43:39.711 [main] TypeConfiguration$Scope - Scoping TypeConfiguration [org.hibernate.type.spi.TypeConfiguration@10895b16] to MetadataBuildingContext [org.hibernate.boot.internal.MetadataBuildingContextRootImpl@5524b72f]
[DEBUG] 2023-10-27 21:43:39.757 [main] AnnotationBinder - Binding entity from annotated class: entity.User
[DEBUG] 2023-10-27 21:43:39.777 [main] Ejb3Column - Binding column: Ejb3DiscriminatorColumn{logicalColumnName'DTYPE', discriminatorTypeName='string'}
[DEBUG] 2023-10-27 21:43:39.782 [main] EntityBinder - Import with entity name Users
[DEBUG] 2023-10-27 21:43:39.788 [main] EntityBinder - Bind entity entity.User on table users
[DEBUG] 2023-10-27 21:43:39.806 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=user_id, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:43:39.809 [main] PropertyBinder - MetadataSourceProcessor property id with lazy=false
[DEBUG] 2023-10-27 21:43:39.810 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:id]
[DEBUG] 2023-10-27 21:43:39.813 [main] SimpleValueBinder - building SimpleValue for id
[DEBUG] 2023-10-27 21:43:39.815 [main] PropertyBinder - Building property id
[DEBUG] 2023-10-27 21:43:39.819 [main] BinderHelper - #makeIdGenerator(org.hibernate.mapping.SimpleValue([org.hibernate.mapping.Column(user_id)]), id, org.hibernate.id.enhanced.SequenceStyleGenerator, native, ...)
[DEBUG] 2023-10-27 21:43:39.821 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=bio, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:43:39.821 [main] PropertyBinder - MetadataSourceProcessor property bio with lazy=false
[DEBUG] 2023-10-27 21:43:39.821 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:bio]
[DEBUG] 2023-10-27 21:43:39.821 [main] SimpleValueBinder - building SimpleValue for bio
[DEBUG] 2023-10-27 21:43:39.822 [main] PropertyBinder - Building property bio
[DEBUG] 2023-10-27 21:43:39.822 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=display_name, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:43:39.822 [main] PropertyBinder - MetadataSourceProcessor property displayName with lazy=false
[DEBUG] 2023-10-27 21:43:39.822 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:displayName]
[DEBUG] 2023-10-27 21:43:39.822 [main] SimpleValueBinder - building SimpleValue for displayName
[DEBUG] 2023-10-27 21:43:39.822 [main] PropertyBinder - Building property displayName
[DEBUG] 2023-10-27 21:43:39.822 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=email, insertable=true, updatable=true, unique=true}
[DEBUG] 2023-10-27 21:43:39.822 [main] PropertyBinder - MetadataSourceProcessor property email with lazy=false
[DEBUG] 2023-10-27 21:43:39.823 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:email]
[DEBUG] 2023-10-27 21:43:39.823 [main] SimpleValueBinder - building SimpleValue for email
[DEBUG] 2023-10-27 21:43:39.823 [main] PropertyBinder - Building property email
[DEBUG] 2023-10-27 21:43:39.823 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=firstName, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:43:39.823 [main] PropertyBinder - MetadataSourceProcessor property firstName with lazy=false
[DEBUG] 2023-10-27 21:43:39.823 [main] AbstractPropertyHolder - Attempting to locate auto-apply AttributeConverter for property [entity.User:firstName]
[DEBUG] 2023-10-27 21:43:39.823 [main] SimpleValueBinder - building SimpleValue for firstName
[DEBUG] 2023-10-27 21:43:39.823 [main] PropertyBinder - Building property firstName
[DEBUG] 2023-10-27 21:43:39.823 [main] Ejb3Column - Binding column: Ejb3Column{table=org.hibernate.mapping.Table(users), mappingColumn=lastName, insertable=true, updatable=true, unique=false}
[DEBUG] 2023-10-27 21:43:39.823 [main] PropertyBinder - MetadataSourceProcessor property lastName with lazy=false
